Security_name,Flow,Cash_flow_start_date,Cash_flow_end_date,Cash_flow_value_date,Unit,Value,Valuation_price,Indicative_xirr
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-05-26,2019-04-26,2019-05-26,560.117406437521,81801.84251750195,146.0441,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-05-27,2019-04-27,2019-05-27,560.6541140983755,82200.7514618246,146.6158,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-05-28,2019-04-28,2019-05-28,560.7914131176425,82206.3571697739,146.5899,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-05-29,2019-04-29,2019-05-29,560.836201813622,81850.5103866267,145.9437,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-05-30,2019-04-30,2019-05-30,561.0192887819497,82314.82582145616,146.7237,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-05-31,2019-04-30,2019-05-31,560.9292414560217,82362.81112486374,146.8328,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-01,2019-05-01,2019-06-01,560.114312701407,82243.15285402315,146.8328,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-02,2019-05-02,2019-06-02,559.6505022759463,82175.05027058357,146.8328,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-03,2019-05-03,2019-06-03,558.6129012235879,82714.426758368,148.0711,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-04,2019-05-04,2019-06-04,558.874051773527,82432.41367665543,147.4973,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-05,2019-05-05,2019-06-05,558.2239149590317,82336.52025188679,147.4973,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-06,2019-05-06,2019-06-06,557.2694381869665,81432.50128255358,146.1277,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-07,2019-05-07,2019-06-07,557.4289867476184,81609.10871811556,146.4027,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-08,2019-05-08,2019-06-08,557.8747497130435,81674.36961981379,146.4027,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-09,2019-05-09,2019-06-09,557.6625404485047,81643.30161052031,146.4027,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-10,2019-05-10,2019-06-10,557.4197527588365,81686.68747421676,146.5443,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-11,2019-05-11,2019-06-11,557.409294497857,81853.15803704395,146.8457,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-12,2019-05-12,2019-06-12,557.0092650512996,81419.99380497614,146.1735,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-13,2019-05-13,2019-06-13,556.8590527231481,81461.74141885863,146.2879,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-14,2019-05-14,2019-06-14,556.9058956071127,80999.40074893476,145.4454,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-15,2019-05-15,2019-06-15,556.2529199482416,80904.42844303999,145.4454,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-16,2019-05-16,2019-06-16,556.50376657442,80940.91293092315,145.4454,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-17,2019-05-17,2019-06-17,555.8844657560581,80221.85520267319,144.3139,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-18,2019-05-18,2019-06-18,556.1628666860028,80512.97301208586,144.7651,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-19,2019-05-19,2019-06-19,556.2648710259479,80352.12686077555,144.4494,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-20,2019-05-20,2019-06-20,555.6957172525986,80972.20118717135,145.7132,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-21,2019-05-21,2019-06-21,555.270653550097,80506.13781322223,144.9854,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-22,2019-05-22,2019-06-22,554.486778326138,80392.48735032645,144.9854,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-23,2019-05-23,2019-06-23,554.0098347335969,80323.33749278444,144.9854,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-24,2019-05-24,2019-06-24,553.6610154446358,80172.71724315586,144.8047,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-25,2019-05-25,2019-06-25,553.3160129565326,80702.19179013491,145.8519,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-26,2019-05-26,2019-06-26,553.8917702371904,80983.79566707829,146.2087,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-27,2019-05-27,2019-06-27,554.0555180487429,80999.70321672152,146.1942,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-28,2019-05-28,2019-06-28,554.0252546810908,81008.79710411256,146.2186,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-29,2019-05-29,2019-06-29,554.1866771102046,81032.40006570617,146.2186,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-06-30,2019-05-30,2019-06-30,554.0966297842765,81019.23347177522,146.2186,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-01,2019-06-01,2019-07-01,553.3153054088294,81125.26413853472,146.6167,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-02,2019-06-02,2019-07-02,553.042026499693,81314.9305445055,147.0321,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-03,2019-06-03,2019-07-03,552.1685837290278,81198.76456226358,147.0543,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-04,2019-06-04,2019-07-04,552.5026891756117,81536.96561181384,147.5775,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-05,2019-06-05,2019-07-05,551.8966745260574,81016.77613040165,146.797,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-06,2019-06-06,2019-07-06,551.121068006026,80902.9194200806,146.797,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-07,2019-06-07,2019-07-07,551.2806165666778,80926.34067013861,146.797,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-08,2019-06-08,2019-07-08,551.7837753788037,79805.59100058714,144.632,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-09,2019-06-09,2019-07-09,551.5778397702989,79949.27735226562,144.9465,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-10,2019-06-10,2019-07-10,551.2904115543129,79408.53242877709,144.0412,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-11,2019-06-11,2019-07-11,551.2410547521765,79898.31170252283,144.9426,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-12,2019-06-12,2019-07-12,550.854452600722,79820.24240342138,144.9026,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-13,2019-06-13,2019-07-13,550.5500609922376,79776.13526793382,144.9026,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-14,2019-06-14,2019-07-14,550.5969038762023,79782.9229236118,144.9026,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-15,2019-06-15,2019-07-15,549.7774330025663,79910.0399314364,145.3498,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-16,2019-06-16,2019-07-16,550.0771768570356,80361.98493683341,146.0922,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-17,2019-06-17,2019-07-17,549.6026851795108,80484.75154225236,146.4417,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-18,2019-06-18,2019-07-18,549.8877525358015,80127.82866993363,145.7167,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-19,2019-06-19,2019-07-19,549.8160312878662,79334.93449223884,144.2936,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-20,2019-06-20,2019-07-20,549.2316033634442,79250.60528308347,144.2936,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-21,2019-06-21,2019-07-21,548.8065396609425,79189.27131122016,144.2936,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-22,2019-06-22,2019-07-22,547.9959649202214,78705.37246570188,143.624,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-23,2019-06-23,2019-07-23,547.5490462220498,78659.36284293025,143.6572,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-24,2019-06-24,2019-07-24,547.3178712899596,78224.20265480064,142.9228,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-25,2019-06-25,2019-07-25,546.9708963793951,78168.70474337212,142.912,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-26,2019-06-26,2019-07-26,547.48383393406,78519.2007403052,143.4183,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-27,2019-06-27,2019-07-27,547.6946594414953,78549.4369761782,143.4183,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-28,2019-06-28,2019-07-28,547.6643960738431,78545.09665543726,143.4183,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-29,2019-06-29,2019-07-29,547.7688634198838,78421.87710037109,143.166,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-30,2019-06-30,2019-07-30,547.9370088503838,78051.48995640266,142.4461,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-07-31,2019-06-30,2019-07-31,547.1945946352575,78180.59186689081,142.8753,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-01,2019-07-01,2019-08-01,547.1714929293288,77354.29056121071,141.3712,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-02,2019-07-02,2019-08-02,546.3143697771452,77343.5281667707,141.5733,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-03,2019-07-03,2019-08-03,546.7031541294725,77398.56965051805,141.5733,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-04,2019-07-04,2019-08-04,546.097139479918,77312.77415673228,141.5733,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-05,2019-07-05,2019-08-05,545.314932940117,76504.79492235385,140.2947,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-06,2019-07-06,2019-08-06,545.4483245998355,77104.0842619406,141.3591,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-07,2019-07-07,2019-08-07,545.7855673695823,76951.56245024236,140.9923,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-08,2019-07-08,2019-08-08,545.5178872844907,77562.49693915108,142.1814,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-09,2019-07-09,2019-08-09,545.322575389415,77868.13744306566,142.7928,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-10,2019-07-10,2019-08-10,545.1191099156867,77839.08403836867,142.7928,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-11,2019-07-11,2019-08-11,544.7325077642321,77783.88003467643,142.7928,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-12,2019-07-12,2019-08-12,544.4820233098008,77748.11265807171,142.7928,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-13,2019-07-13,2019-08-13,544.4842875100538,76445.59396641156,140.4,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-14,2019-07-14,2019-08-14,543.8512446406855,76875.71199031285,141.3543,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-15,2019-07-15,2019-08-15,544.2415281412035,76930.88024133012,141.3543,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-16,2019-07-16,2019-08-16,543.8702402440877,77127.92476675882,141.8131,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-17,2019-07-17,2019-08-17,544.1388247779831,77166.0135721226,141.8131,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-18,2019-07-18,2019-08-18,544.0671035300478,77155.84255961701,141.8131,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-19,2019-07-19,2019-08-19,543.4912825941375,77018.80184595434,141.7112,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-20,2019-07-20,2019-08-20,543.0900289327876,76768.81689381156,141.3556,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-21,2019-07-21,2019-08-21,542.3274198478072,76390.93877395448,140.8576,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-22,2019-07-22,2019-08-22,541.9229996901094,75660.20025563483,139.6143,8
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-23,2019-07-23,2019-08-23,541.7092733886257,75870.33821577276,140.0573,8
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-24,2019-07-24,2019-08-24,541.2634553634468,75807.89814687488,140.0573,8
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-25,2019-07-25,2019-08-25,541.7763929181118,75879.73879584986,140.0573,8
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-26,2019-07-26,2019-08-26,541.968648673027,77014.34114195067,142.1011,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-27,2019-07-27,2019-08-27,541.84241360392,77137.60713275718,142.3617,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-28,2019-07-28,2019-08-28,541.9458542038036,77025.89714461988,142.1284,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-29,2019-07-29,2019-08-29,542.0754698499302,76497.90713541009,141.1204,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-30,2019-07-30,2019-08-30,541.3693387859291,76615.72570059614,141.5221,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-08-31,2019-07-31,2019-08-31,541.2434856110938,76597.91469500177,141.5221,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-01,2019-08-01,2019-09-01,540.3863624589103,76476.61282654614,141.5221,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-02,2019-08-02,2019-09-02,540.8771177291409,76546.06554297525,141.5221,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-03,2019-08-03,2019-09-03,540.3542993814273,75845.80455950521,140.3631,8
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-04,2019-08-04,2019-09-04,539.661298629949,76152.41534162006,141.1115,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-05,2019-08-05,2019-09-05,539.6451138618481,76241.493402493,141.2808,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-06,2019-08-06,2019-09-06,539.961453325498,76709.89384741354,142.0655,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-07,2019-08-07,2019-09-07,539.579846237715,76655.68064568409,142.0655,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-08,2019-08-08,2019-09-08,539.3845343426391,76627.93356365418,142.0655,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-09,2019-08-09,2019-09-09,539.1598358777856,76936.27543631801,142.6966,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-10,2019-08-10,2019-09-10,538.7975228192553,76884.57459473013,142.6966,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-11,2019-08-11,2019-09-11,538.6599618697336,76861.92861915416,142.691,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-12,2019-08-12,2019-09-12,538.6702537286644,76833.77031084178,142.636,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-13,2019-08-13,2019-09-13,538.2156191753621,77143.95170013834,143.3328,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-14,2019-08-14,2019-09-14,538.6059026758803,77199.89212706141,143.3328,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-15,2019-08-15,2019-09-15,538.2346147787642,77146.67439316165,143.3328,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-16,2019-08-16,2019-09-16,538.5355096400265,76890.91528828177,142.7778,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-17,2019-08-17,2019-09-17,538.6226487424906,76042.90713625944,141.1803,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-18,2019-08-18,2019-09-18,538.1292050738194,76243.76016247396,141.683,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-19,2019-08-19,2019-09-19,537.7983440586287,75711.35843624256,140.7802,8
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-20,2019-08-20,2019-09-20,537.0977362155198,78144.82029158257,145.4946,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-21,2019-08-21,2019-09-21,536.7123450235175,78088.74795425867,145.4946,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-22,2019-08-22,2019-09-22,536.4986187220338,78057.65193151482,145.4946,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-23,2019-08-23,2019-09-23,536.0650884588015,79723.1711035222,148.7192,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-24,2019-08-24,2019-09-24,536.541254631458,79641.82305597323,148.4356,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-25,2019-08-25,2019-09-25,536.6936487442965,78992.61065805079,147.1838,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-26,2019-08-26,2019-09-26,536.7276460745575,79700.02998472624,148.4925,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-27,2019-08-27,2019-09-27,536.8606132133175,79743.45016062126,148.5366,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-28,2019-08-28,2019-09-28,536.9902288594441,79762.70282800369,148.5366,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-29,2019-08-29,2019-09-29,536.284097795443,79657.8165206026,148.5366,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-30,2019-08-30,2019-09-30,536.2226188554491,79604.1781705193,148.4536,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-01,2019-09-01,2019-10-01,535.3780694793871,78972.92303741408,147.5087,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-02,2019-09-02,2019-10-02,535.9737294852396,79060.78807051937,147.5087,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-03,2019-09-03,2019-10-03,535.4537673292624,78703.51135476143,146.9847,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-04,2019-09-04,2019-10-04,534.7199184903652,77850.51459691445,145.5912,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-05,2019-09-05,2019-10-05,534.7050889515426,77848.35554656183,145.5912,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-06,2019-09-06,2019-10-06,535.0214284151925,77894.41178868197,145.5912,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-07,2019-09-07,2019-10-07,534.6398213274094,77731.39055075632,145.3902,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-08,2019-09-08,2019-10-08,534.6107910443163,77727.16983209136,145.3902,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-09,2019-09-09,2019-10-09,534.3493609439372,78489.50893033305,146.888,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-10,2019-09-10,2019-10-10,533.996461849785,78104.35169670459,146.2638,9
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-11,2019-09-11,2019-10-11,533.9423876873224,78333.35284163785,146.7075,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-12,2019-09-12,2019-10-12,534.0538986094883,78349.71233025151,146.7075,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-13,2019-09-13,2019-10-13,533.599264056186,78283.01403152292,146.7075,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-14,2019-09-14,2019-10-14,533.9946180902198,78605.71656565825,147.2032,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-15,2019-09-15,2019-10-15,533.6512292672729,78766.65461423485,147.5995,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-16,2019-09-16,2019-10-16,533.7277063907014,78965.28102435748,147.9505,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-17,2019-09-17,2019-10-17,533.8697245831662,79719.829688519,149.3245,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-18,2019-09-18,2019-10-18,533.5119448338565,80114.1276304478,150.1637,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-19,2019-09-19,2019-10-19,533.1903104455928,80065.82982065887,150.1637,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-20,2019-09-20,2019-10-20,532.4897026024838,79960.6239546886,150.1637,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-21,2019-09-21,2019-10-21,532.0016197431664,79887.33162662692,150.1637,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-22,2019-09-22,2019-10-22,531.7901046271842,79562.0215964509,149.6117,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-23,2019-09-23,2019-10-23,531.2108542222791,79457.72275828717,149.5785,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-24,2019-09-24,2019-10-24,531.6896695606695,79421.94192512934,149.3765,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-25,2019-09-25,2019-10-25,531.6971604873465,79376.64373142757,149.2892,10
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-26,2019-09-26,2019-10-26,531.8283939727021,79396.23547346951,149.2892,10
